,customer_id,req_id,insu_req_amount,insu_pay_amount,insu_cum_amount,insu_duration,customer_cost,risk
0,C112379,C112379-20110314-17403-01-001,623098,1214577.0,1800000,15,-0.9492551733435189,1
1,C112404,C112404-20100831-12754-01-001,808750,1008750.0,600000,5,-0.2472952086553323,1
2,C112411,C112411-20101111-18755-01-001,333680,553680.0,240000,2,-0.6593143131143611,1
3,C112570,C112570-20130716-13737-01-001,2762279,2852279.0,4875000,39,-0.03258179206372709,1
4,C112856,C112856-20120717-16134-02-001,234820,314820.0,2875000,23,-0.3406864832637765,1
5,C112878,C112878-20121210-12373-01-001,316111,366111.0,3640000,28,-0.15817228758252638,1
6,C112959,C112959-20130913-19024-01-001,282090,682090.0,2750000,45,-1.4179871672161366,1
7,C112988,C112988-20121113-14445-01-001,318952,518952.0,1480000,37,-0.6270536005417743,1
8,C113014,C113014-20120215-17610-01-001,2661386,2781386.0,2250000,18,-0.04508928806268613,1
9,C113024,C113024-20130621-10452-01-001,2480049,2880049.0,4100000,41,-0.16128713585900925,1
10,C113031,C113031-20100721-17697-01-001,183405,333405.0,1000000,5,-0.8178621084485156,1
11,C113033,C113033-20130729-10986-01-001,694390,4907930.0,9900000,45,-6.067973329109003,1
12,C113037,C113037-20130628-12473-01-001,4366534,4566348.0,4300000,43,-0.04576032157312871,1
13,C113076,C113076-20130308-15714-01-001,209870,309870.0,1600000,40,-0.47648544336970505,1
14,C113105,C113105-20130207-19566-01-001,345600,745600.0,1520000,38,-1.1574074074074074,1
15,C113170,C113170-20130715-18025-01-001,4289065,4579065.0,1720000,43,-0.06761380394095216,1
16,C113172,C113172-20130910-20396-01-001,570530,1488822.0,1680000,42,-1.609542004802552,1
17,C113175,C113175-20130930-11199-01-001,150480,405088.0,1760000,44,-1.69197235513025,1
18,C113178,C113178-20110420-18906-01-001,387300,667300.0,1950000,15,-0.7229537825974697,1
19,C113202,C113202-20130820-21268-01-001,367520,687520.0,1640000,41,-0.87070091423596,1
20,C113210,C113210-20130208-12841-01-001,1673326,1833907.0,1520000,38,-0.09596516160030981,1
21,C113231,C113231-20121025-17779-01-001,1000000,1300000.0,3360000,28,-0.3,1
22,C113235,C113235-20121129-10465-01-001,156800,436800.0,3600000,36,-1.7857142857142858,1
23,C113252,C113252-20121128-13191-01-001,2894260,3394260.0,1520000,38,-0.1727557303075743,1
24,C113277,C113277-20121217-11958-01-001,1570140,2798140.0,6380000,29,-0.7820958640630772,1
25,C113284,C113284-20130521-17975-01-001,1887497,2187497.0,1680000,42,-0.158940649971894,1
26,C113295,C113295-20130610-15078-01-001,830650,910650.0,4300000,43,-0.0963101185818335,1
27,C113298,C113298-20130205-21244-01-001,220500,860500.0,7260000,33,-2.9024943310657596,1
28,C113311,C113311-20130429-20432-01-001,468000,868000.0,1640000,41,-0.8547008547008547,1
29,C113333,C113333-20111018-12003-01-001,310437,750437.0,840000,21,-1.4173568228014057,1
30,C113336,C113336-20130605-14430-01-001,5681718,5881718.0,7480000,34,-0.03520062065734343,1
31,C113343,C113343-20130703-12929-01-001,6154050,6474502.0,8140000,37,-0.05207172512410527,1
32,C113356,C113356-20120529-21501-01-001,54200,154200.0,3200000,32,-1.845018450184502,1
33,C113365,C113365-20130822-20819-01-001,1402128,1802128.0,1840000,46,-0.28528065911243483,1
34,C113390,C113390-20130620-18660-01-001,1031804,1089875.0,5500000,44,-0.05628103787153374,1
35,C113401,C113401-20131008-19026-02-001,301957,331957.0,9600000,48,-0.09935189447504114,1
36,C113402,C113402-20120809-14723-01-001,2280549,2344889.0,1120000,28,-0.02821250497139066,1
37,C113404,C113404-20130912-19686-01-001,1615369,2215369.0,4500000,45,-0.37143216193947015,1
38,C113464,C113464-20130108-12298-01-001,992710,1192710.0,1400000,28,-0.20146870687310495,1
39,C113484,C113484-20130304-20601-01-001,1151625,1351625.0,3800000,38,-0.17366764354716163,1
40,C113486,C113486-20130208-16151-01-001,727869,1067869.0,1480000,37,-0.4671170224312342,1
41,C113511,C113511-20120120-13034-01-001,799551,1799551.0,2600000,26,-1.2507019564730706,1
42,C113515,C113515-20111027-19663-01-001,1269178,1455921.0,880000,22,-0.14713696581566968,1
43,C113537,C113537-20131017-11261-01-001,493213,693213.0,1800000,45,-0.40550431557967853,1
44,C113544,C113544-20130913-11337-01-001,4298805,6161316.0,1680000,42,-0.4332624996946826,1
45,C113553,C113553-20120502-18080-01-001,1597731,3582098.0,1040000,26,-1.241990673023181,1
46,C113572,C113572-20111128-13579-04-001,130000,230000.0,4840000,22,-0.7692307692307693,1
47,C113574,C113574-20130812-15675-01-001,1654451,2164451.0,1680000,42,-0.30825935612478095,1
48,C113581,C113581-20120402-11267-01-001,5509681,5522915.0,1300000,26,-0.002401953942524077,1
49,C113598,C113598-20130625-16520-01-001,2240181,2440181.0,8360000,38,-0.08927850026404116,1
50,C113604,C113604-20120912-10673-01-001,16800,216800.0,1320000,33,-11.904761904761905,1
51,C113607,C113607-20131016-19210-01-001,596475,796475.0,4700000,47,-0.3353032398675552,1
52,C113615,C113615-20120403-16253-01-001,100000,300000.0,7500000,25,-2.0,1
53,C113639,C113639-20130625-19385-01-001,2015250,2835250.0,1440000,36,-0.4068974072695695,1
54,C113724,C113724-20130426-14886-01-001,800,400800.0,1480000,37,-500.0,1
55,C113725,C113725-20130711-11776-01-001,1100340,1400340.0,1600000,40,-0.2726430012541578,1
56,C113788,C113788-20110324-19454-01-001,851380,2060582.0,700000,14,-1.420284714228664,1
57,C113830,C113830-20130207-16389-01-001,474480,10474480.0,3500000,35,-21.075703928511214,1
58,C113835,C113835-20130924-19011-01-001,273000,473000.0,1480000,37,-0.7326007326007326,1
59,C113843,C113843-20111125-13407-01-001,205894,685894.0,3080000,14,-2.331296686644584,1
60,C113845,C113845-20110214-21189-01-001,401605,601605.0,1600000,16,-0.4980017679062761,1
61,C113864,C113864-20130812-20641-01-001,160200,780200.0,1800000,45,-3.8701622971285894,1
62,C113889,C113889-20130801-12139-01-001,185426,420457.0,7920000,36,-1.2675191181387724,1
63,C113901,C113901-20130325-10012-01-001,2703440,3093440.0,1280000,32,-0.14426064569585417,1
64,C113906,C113906-20130613-12197-01-001,231110,10231110.0,10200000,34,-43.269438795378825,1
65,C113907,C113907-20130816-16251-01-001,1524401,1605480.0,10800000,36,-0.05318744870936191,1
66,C113913,C113913-20130415-18989-01-001,181400,281400.0,2560000,32,-0.5512679162072768,1
67,C113926,C113926-20130724-16410-01-001,128390,1623390.0,1170000,39,-11.644209050549108,1
68,C113947,C113947-20120608-10545-02-001,4134546,4434546.0,3625000,29,-0.07255935718214285,1
69,C113955,C113955-20120706-12651-01-001,214800,414800.0,920000,23,-0.931098696461825,1
70,C113985,C113985-20120928-15874-01-001,618110,938110.0,3400000,34,-0.5177072042193137,1
71,C114038,C114038-20121115-17055-01-001,484410,672651.0,3700000,37,-0.38859850126958567,1
72,C114093,C114093-20130521-17940-01-001,467500,1067500.0,7600000,38,-1.2834224598930482,1
73,C114101,C114101-20131004-19246-01-001,357185,757185.0,1840000,46,-1.11986785559304,1
74,C114167,C114167-20130214-18231-01-001,3221073,32949775.0,1600000,40,-9.229440624288863,1
75,C114194,C114194-20130314-19805-01-001,1950314,3130314.0,4680000,36,-0.6050307796590703,1
76,C114233,C114233-20130516-13684-01-001,6500,206500.0,4800000,32,-30.76923076923077,1
77,C114245,C114245-20130813-12548-01-001,271460,471460.0,1720000,43,-0.7367567965814484,1
78,C114248,C114248-20130809-11702-01-001,579269,1179185.0,5550000,44,-1.0356431985830417,1
79,C114279,C114279-20130926-16861-01-001,3869792,4069792.0,12000000,40,-0.05168236432345718,1
80,C114302,C114302-20131001-15878-01-001,775155,1175155.0,4700000,47,-0.516025827092646,1
81,C114342,C114342-20130108-19644-01-001,151190,351190.0,1480000,37,-1.3228388120907468,1
82,C114358,C114358-20120622-18745-01-001,148620,548620.0,1240000,31,-2.691427802449199,1
83,C114366,C114366-20130627-19595-01-001,324000,1024000.0,1440000,36,-2.1604938271604937,1
84,C114401,C114401-20121228-14850-02-001,1000000,1760000.0,4440000,37,-0.76,1
85,C114416,C114416-20130927-16206-01-001,224433,624433.0,1800000,45,-1.7822690958994443,1
86,C114458,C114458-20130809-13947-01-001,165320,565320.0,1520000,38,-2.4195499637067504,1
87,C114491,C114491-20120314-17192-01-001,100000,400000.0,3800000,19,-3.0,1
88,C114492,C114492-20130912-18784-01-001,155540,355540.0,1880000,47,-1.2858428700012858,1
89,C114555,C114555-20111020-19875-01-001,951634,1351630.0,640000,16,-0.4203254612592656,1
90,C114564,C114564-20121108-16927-01-001,589590,3289590.0,1400000,35,-4.579453518546787,1
91,C114618,C114618-20130719-13818-01-001,202980,13902980.0,1800000,45,-67.49433441718396,1
92,C114624,C114624-20130430-14863-01-001,139520,339520.0,7260000,33,-1.43348623853211,1
93,C114639,C114639-20131008-19404-01-001,494938,684938.0,1880000,47,-0.38388646658773423,1
94,C114643,C114643-20101207-20809-01-001,893270,1893270.0,2850000,19,-1.1194823513607308,1
95,C114658,C114658-20120713-13695-01-001,3369819,3468860.0,3250000,26,-0.02939059931705531,1
96,C114668,C114668-20130401-15450-01-001,2401605,2821605.0,6820000,31,-0.17488304696234394,1
97,C114676,C114676-20120808-15454-01-001,864533,34596966.0,5940000,27,-39.01809763190069,1
98,C114688,C114688-20130904-15232-01-001,2301700,12301700.0,8360000,38,-4.344614849893557,1
99,C114742,C114742-20110816-12126-01-001,3121282,3128019.0,1800000,18,-0.002158407987487193,1
100,C114764,C114764-20130415-17941-01-001,473450,673450.0,1720000,43,-0.42243109092829234,1
101,C114771,C114771-20120704-10224-02-001,454500,654500.0,8100000,27,-0.44004400440044006,1
102,C114808,C114808-20120314-18189-01-001,6645917,6965917.0,1080000,27,-0.04814986404434482,1
103,C114809,C114809-20120822-10989-01-001,28100,128100.0,1280000,32,-3.5587188612099645,1
104,C114830,C114830-20120502-17830-01-001,5230305,5430305.0,840000,21,-0.038238687801189414,1
105,C114850,C114850-20130425-18866-01-001,276500,476500.0,1600000,40,-0.7233273056057866,1
106,C114872,C114872-20130704-18029-01-001,690860,1240860.0,5550000,37,-0.7961091972324349,1
107,C114880,C114880-20130819-14239-02-001,2141180,2341180.0,4550000,35,-0.09340643943993499,1
108,C114936,C114936-20100621-19237-01-001,193950,413950.0,320000,8,-1.134312967259603,1
109,C114938,C114938-20120327-15710-01-001,3200,403200.0,800000,20,-125.0,1
110,C114943,C114943-20110517-16428-04-001,1429286,2439940.0,2400000,16,-0.7071041065259157,1
111,C114984,C114984-20130529-18782-01-001,906252,1406252.0,1320000,33,-0.5517229203356241,1
112,C115004,C115004-20130917-16350-01-001,219510,419510.0,1520000,38,-0.9111202223133342,1
113,C115009,C115009-20130806-14917-01-001,1526895,2186895.0,1800000,36,-0.4322497617714381,1
114,C115016,C115016-20130322-11414-01-001,505086,945086.0,6820000,31,-0.8711387763667969,1
115,C115029,C115029-20130821-13021-01-001,4286678,4586678.0,1640000,41,-0.06998426287208882,1
116,C115030,C115030-20130807-11605-01-001,1844153,2544153.0,1640000,41,-0.37957805019431684,1
117,C115054,C115054-20130212-16015-01-001,501900,541900.0,2400000,30,-0.07969715082685794,1
118,C115061,C115061-20121109-14579-01-001,688010,797705.0,1160000,29,-0.1594380895626517,1
119,C115066,C115066-20111019-16469-01-001,1163011,1363011.0,800000,20,-0.17196741905278626,1
120,C115109,C115109-20130912-19752-01-001,180450,380450.0,8360000,38,-1.1083402604599613,1
121,C115116,C115116-20111011-15513-01-001,85990,285990.0,760000,19,-2.3258518432375856,1
122,C115138,C115138-20110201-15117-02-001,315528,515528.0,360000,9,-0.6338581678963515,1
123,C115162,C115162-20110303-10365-01-001,551912,591912.0,1440000,12,-0.07247532215280697,1
124,C115179,C115179-20130502-19667-01-001,5282609,5482609.0,4200000,42,-0.037860080123287565,1
125,C115248,C115248-20110216-19655-01-001,69940,269940.0,2200000,10,-2.8595939376608523,1
126,C115300,C115300-20130808-19036-01-001,127400,727400.0,4300000,43,-4.7095761381475665,1
127,C115304,C115304-20111024-10766-01-001,777030,1237030.0,1885000,13,-0.5919977349651879,1
128,C115321,C115321-20130107-12215-01-001,250100,350100.0,7040000,32,-0.39984006397441024,1
129,C115369,C115369-20120906-18772-01-001,5507616,16497616.0,1650000,33,-1.9954187074770644,1
130,C115391,C115391-20110623-11333-04-001,1381775,11005130.0,1800000,12,-6.964487706030287,1
131,C115413,C115413-20130401-11035-01-001,1610190,2307359.0,1600000,40,-0.43297312739490373,1
132,C115431,C115431-20131001-15370-01-001,2794669,3518905.0,1920000,48,-0.25914911569133947,1
133,C115492,C115492-20130807-17832-01-001,223800,523800.0,1680000,42,-1.3404825737265416,1
134,C115500,C115500-20130419-13923-01-001,884910,944910.0,7600000,38,-0.06780350544123132,1
135,C115527,C115527-20120105-19870-03-001,285869,466104.0,4200000,17,-0.6304810944873351,1
136,C115536,C115536-20130906-15896-02-001,614007,754007.0,1600000,40,-0.22801042984851963,1
137,C115544,C115544-20110529-10120-01-001,299759,499759.0,630000,18,-0.6672026527977475,1
138,C115593,C115593-20120924-17104-01-001,427658,10435066.0,3600000,36,-23.400492917237607,1
139,C115666,C115666-20130619-17396-01-001,187830,387830.0,7920000,36,-1.0647926316349892,1
140,C115669,C115669-20130213-18311-01-001,2853123,2953123.0,1720000,43,-0.03504931263040535,1
141,C115708,C115708-20130208-11470-01-001,323600,3153600.0,1280000,32,-8.745364647713226,1
142,C115729,C115729-20130927-14029-01-001,818144,1318144.0,8140000,37,-0.6111393593303869,1
143,C115760,C115760-20130326-10322-01-001,257950,457950.0,2400000,30,-0.7753440589261484,1
144,C115763,C115763-20130218-10137-01-001,2435556,2440949.0,6600000,30,-0.002214278793014819,1
145,C115775,C115775-20130115-12276-01-001,133880,643880.0,1450000,29,-3.8093815357036154,1
146,C115778,C115778-20130916-11056-01-001,2501448,2661448.0,1800000,45,-0.0639629526578206,1
147,C115790,C115790-20130912-17335-01-001,2485683,2532341.0,1800000,45,-0.01877069602197867,1
148,C115800,C115800-20130618-10020-01-001,833172,863172.0,1640000,41,-0.03600697094957584,1
149,C115823,C115823-20120530-15624-01-001,1059081,1259081.0,4840000,22,-0.1888429685736974,1
150,C115834,C115834-20130418-11668-01-001,187930,587930.0,6600000,33,-2.1284520832224763,1
151,C115863,C115863-20120309-18803-01-001,342500,542500.0,880000,22,-0.583941605839416,1
152,C115879,C115879-20130923-10670-01-001,851521,1551521.0,9900000,37,-0.8220584107731929,1
153,C115891,C115891-20131016-10685-02-001,2786900,2942020.0,5400000,45,-0.055660411209587715,1
154,C115914,C115914-20130514-12486-01-001,2797866,2813512.0,1720000,43,-0.005592119136513328,1
155,C115919,C115919-20110127-11335-01-001,513608,533608.0,480000,12,-0.038940203423622685,1
156,C115949,C115949-20131018-12413-03-001,5692288,6718491.0,6660000,37,-0.18027952907512762,1
157,C115997,C115997-20120712-11675-01-001,64550,514550.0,2250000,23,-6.9713400464756,1
158,C116017,C116017-20130313-13796-01-001,213474,413474.0,1600000,40,-0.9368822432708432,1
159,C116026,C116026-20130304-19894-01-001,3663980,6403980.0,9000000,30,-0.7478206758770517,1
160,C116075,C116075-20121012-10195-01-001,406050,606050.0,3300000,33,-0.4925501785494397,1
161,C116082,C116082-20110922-13835-01-001,54210,254210.0,760000,19,-3.689356207341819,1
162,C116099,C116099-20121119-11381-01-001,917190,1017190.0,3200000,32,-0.10902866363566982,1
163,C116146,C116146-20130430-12088-01-001,1057880,1316860.0,6400000,32,-0.24481037546791698,1
164,C116150,C116150-20120224-12890-01-001,418605,1168605.0,2550000,17,-1.7916651736123552,1
165,C116156,C116156-20111108-17654-01-001,1316780,1676780.0,4200000,14,-0.27339418885463024,1
166,C116186,C116186-20121009-10133-02-001,3226030,4106030.0,5000000,25,-0.2727810962700285,1
167,C116188,C116188-20130103-19728-01-001,675519,1125519.0,7260000,33,-0.6661544678980162,1
168,C116200,C116200-20130221-15803-01-001,2642932,2922932.0,1880000,47,-0.1059429451836067,1
169,C116219,C116219-20130923-18300-01-001,260343,780343.0,8580000,39,-1.9973650146153343,1
170,C116233,C116233-20130710-14320-01-001,1967362,2387362.0,4300000,43,-0.21348384283116173,1
171,C116250,C116250-20121016-18326-01-001,625699,695699.0,3240000,27,-0.11187487913517521,1
172,C116257,C116257-20110104-11863-01-001,1428951,1808951.0,520000,13,-0.2659293425736782,1
173,C116272,C116272-20130313-14769-01-001,630376,640376.0,7260000,33,-0.015863548104623273,1
174,C116274,C116274-20110427-18271-01-001,268665,454156.0,1600000,16,-0.6904174343513297,1
175,C116277,C116277-20110428-13648-01-001,85350,175350.0,2100000,7,-1.054481546572935,1
176,C116281,C116281-20131016-18251-02-001,183800,383800.0,1800000,45,-1.088139281828074,1
177,C116285,C116285-20120522-16914-01-001,221140,1061140.0,3150000,21,-3.798498688613548,1
178,C116350,C116350-20130305-12771-01-001,1210439,1510472.0,7920000,36,-0.2478712268854523,1
179,C116354,C116354-20121108-17195-02-001,2235878,11881178.0,5720000,29,-4.313875801810296,1
180,C116356,C116356-20121214-17172-01-001,1510463,1550463.0,4640000,32,-0.02648194626415874,1
181,C116392,C116392-20130422-14397-01-001,874829,1704828.0,7920000,36,-0.9487556996853099,1
182,C116404,C116404-20131010-21287-01-001,645967,1225967.0,3900000,39,-0.8978786842052303,1
183,C116413,C116413-20131008-16404-01-001,23275744,39778908.0,9600000,48,-0.7090284203160165,1
184,C116425,C116425-20130404-19501-01-001,500982,837570.0,1400000,35,-0.6718564738852892,1
185,C116451,C116451-20130503-16503-01-001,690670,1098670.0,1600000,40,-0.5907307397165071,1
186,C116454,C116454-20130319-20399-01-001,541000,741000.0,4000000,40,-0.36968576709796674,1
187,C116455,C116455-20131015-16789-01-001,3590130,4756130.0,4500000,45,-0.3247793255397437,1
188,C116460,C116460-20130222-14036-01-001,744100,764100.0,1600000,40,-0.026878107781212204,1
189,C116470,C116470-20130910-12961-01-001,1726827,1926827.0,1520000,38,-0.11581936117514957,1
190,C116487,C116487-20130515-15077-01-001,1269242,1423399.0,1650000,33,-0.1214559556018474,1
191,C116498,C116498-20120725-17833-01-001,1041653,7191653.0,1000000,25,-5.9040774614962945,1
192,C116509,C116509-20130225-21404-01-001,1908482,2308482.0,8580000,39,-0.2095906589635113,1
193,C116545,C116545-20130802-16327-02-001,4486862,4677026.0,5125000,41,-0.0423824044510395,1
194,C116548,C116548-20130307-10616-01-001,287528,11816193.0,10200000,34,-40.095799365627,1
195,C116563,C116563-20130528-10820-01-001,1063174,1577499.0,4100000,41,-0.48376371130219514,1
196,C116600,C116600-20121112-11356-01-001,2696025,2896025.0,10200000,34,-0.07418328835971477,1
197,C116603,C116603-20100323-15612-01-001,355248,955248.0,500000,5,-1.6889609512228076,1
198,C116605,C116605-20130405-17399-01-001,2307753,2507750.0,1600000,32,-0.08666308742746733,1
199,C116618,C116618-20100727-16942-01-001,380250,671121.0,500000,5,-0.7649467455621302,1
200,C116630,C116630-20130110-16174-01-001,4452811,4492811.0,1360000,34,-0.008983089558483395,1
201,C116643,C116643-20130227-20561-01-001,236640,436640.0,7040000,32,-0.8451656524678837,1
202,C116713,C116713-20121221-15277-01-001,1103324,1123324.0,3600000,36,-0.018127041558055477,1
203,C116722,C116722-20110628-15707-01-001,439400,679400.0,4000000,20,-0.5461993627674101,1
204,C116806,C116806-20120817-20433-02-001,66400,606400.0,8700000,29,-8.132530120481928,1
205,C116846,C116846-20130503-10948-01-001,979370,980730.0,4000000,32,-0.0013886478042006596,1
206,C116854,C116854-20121126-12373-01-001,936935,1233327.0,3510000,27,-0.31634211551495034,1
207,C116855,C116855-20130729-12088-01-001,951000,1051000.0,4375000,35,-0.10515247108307045,1
208,C116856,C116856-20130206-19355-01-001,558557,578557.0,1400000,35,-0.03580655152473248,1
209,C116869,C116869-20130308-18861-01-001,2733766,3233766.0,4100000,41,-0.1828978778725026,1
210,C116874,C116874-20121009-19843-01-001,23200,223200.0,3100000,31,-8.620689655172415,1
211,C116876,C116876-20131016-14333-01-001,1354300,1394300.0,4700000,47,-0.02953555342243225,1
212,C116910,C116910-20130801-12684-01-001,2354031,2594031.0,10500000,35,-0.10195277802203964,1
213,C116916,C116916-20131018-15367-01-001,1952991,2242991.0,1920000,48,-0.14849018761479188,1
214,C116946,C116946-20130419-16955-01-001,3407199,3543527.0,1680000,42,-0.04001175158832813,1
215,C116949,C116949-20130507-15863-01-001,470210,597710.0,1720000,43,-0.2711554411858531,1
216,C116960,C116960-20130222-10855-01-001,436925,856925.0,4500000,30,-0.9612633747210619,1
217,C116965,C116965-20130612-10202-01-001,924818,1374818.0,1680000,42,-0.4865822248269389,1
218,C116991,C116991-20130812-17186-01-001,10059704,10719587.0,1800000,45,-0.06559666169103981,1
219,C117007,C117007-20130924-21529-01-001,2401500,2801500.0,1800000,36,-0.16656256506350198,1
220,C117029,C117029-20130219-15523-01-001,2440640,3840640.0,3600000,36,-0.5736200340894192,1
221,C117039,C117039-20120220-10058-01-001,127240,227240.0,680000,17,-0.7859163784973279,1
222,C117043,C117043-20121030-19858-01-001,191200,491200.0,5720000,26,-1.5690376569037656,1
223,C117059,C117059-20120829-18027-01-001,562087,862087.0,1000000,25,-0.5337252062403152,1
224,C117065,C117065-20100513-17946-01-001,843734,1043734.0,2100000,7,-0.23704153204682993,1
225,C117084,C117084-20120724-14010-01-001,1369155,1429155.0,5500000,25,-0.04382264973651632,1
226,C117086,C117086-20131003-10486-01-001,1083510,1454910.0,11100000,37,-0.3427748705595703,1
227,C117088,C117088-20120912-10802-01-001,281120,431120.0,3200000,32,-0.5335799658508822,1
228,C117096,C117096-20130109-18488-01-001,405962,605962.0,8400000,28,-0.49265694818726874,1
229,C117125,C117125-20130912-12674-01-001,7171292,7590716.0,4320000,36,-0.05848653213395857,1
230,C117132,C117132-20130814-18890-01-001,2782250,3959037.0,10800000,36,-0.422962350615509,1
231,C117133,C117133-20130613-14732-02-001,284406,484406.0,2640000,33,-0.7032200445841508,1
232,C117140,C117140-20130909-10709-01-001,871520,1180658.0,4800000,37,-0.35471130897741876,1
233,C117144,C117144-20121015-13000-01-001,3134720,5094720.0,7500000,25,-0.6252552062066149,1
234,C117150,C117150-20130605-11912-01-001,1460100,1660100.0,1720000,43,-0.13697691938908294,1
235,C117164,C117164-20131011-14869-02-001,3513854,3518764.0,8360000,38,-0.001397326126811188,1
236,C117185,C117185-20130502-10284-01-001,6483084,8673084.0,9900000,33,-0.33780219414093665,1
237,C117210,C117210-20130928-10783-01-001,91290,291290.0,1520000,38,-2.1908204622631176,1
238,C117229,C117229-20120525-17281-01-001,252000,342000.0,2600000,26,-0.35714285714285715,1
239,C117230,C117230-20130122-22595-01-001,338778,798778.0,1480000,37,-1.3578213461322755,1
240,C117231,C117231-20120928-14591-01-001,3655087,3775087.0,5940000,27,-0.03283095587054426,1
241,C117245,C117245-20110818-16978-01-001,278411,388411.0,760000,19,-0.39509933156376725,1
242,C117249,C117249-20130114-13268-01-001,128000,328000.0,4350000,29,-1.5625,1
243,C117250,C117250-20110705-19168-01-001,751707,1236965.0,760000,19,-0.6455414144074753,1
244,C117266,C117266-20130820-20980-01-001,3293390,3473390.0,1400000,35,-0.05465493002650764,1
245,C117282,C117282-20130419-18113-03-001,660420,1228446.0,7040000,32,-0.8600981193785773,1
246,C117287,C117287-20111129-10877-01-001,107146,347146.0,4200000,14,-2.2399342952606722,1
247,C117307,C117307-20130808-19077-01-001,3213182,7389196.0,4160000,35,-1.2996506266996393,1
248,C117325,C117325-20130116-21348-01-001,306954,776554.0,5800000,29,-1.5298709252852218,1
249,C117382,C117382-20130806-10957-01-001,284140,484140.0,5800000,40,-0.7038783698176955,1
250,C117388,C117388-20120806-17848-01-001,337312,1037312.0,5060000,23,-2.075230054074566,1
251,C117394,C117394-20130506-14502-01-001,664620,864620.0,4100000,41,-0.3009238361770636,1
252,C117401,C117401-20130206-18446-01-001,1057130,1157130.0,1440000,36,-0.09459574508338615,1
253,C117415,C117415-20130626-12710-01-001,1373402,1403402.0,1720000,43,-0.02184356801577397,1
254,C117434,C117434-20130509-16108-01-001,1228491,1868476.0,1600000,40,-0.5209521274474131,1
255,C117443,C117443-20130626-19819-01-001,678800,878800.0,1650000,33,-0.2946375957572186,1
256,C117446,C117446-20130307-13118-01-001,2569851,3537985.0,3600000,36,-0.376727677986,1
257,C117502,C117502-20110623-17029-03-001,116900,316900.0,2700000,9,-1.7108639863130881,1
258,C117520,C117520-20111201-12310-01-001,250000,450000.0,2000000,20,-0.8,1
259,C117531,C117531-20110317-18573-02-001,1029530,1149530.0,1800000,6,-0.11655804104785679,1
260,C117538,C117538-20130422-18701-01-001,528910,728910.0,1480000,37,-0.3781361668336768,1
261,C117566,C117566-20130809-12387-01-001,976843,1256843.0,1520000,38,-0.2866376684892045,1
262,C117577,C117577-20130710-12670-01-001,785990,985990.0,8580000,39,-0.25445616356442197,1
263,C117580,C117580-20121102-15866-01-001,4495705,5294104.0,4080000,34,-0.17759150122172163,1
264,C117594,C117594-20130812-12225-01-001,1138240,1538240.0,2100000,42,-0.35141973573235874,1
265,C117596,C117596-20130218-17491-01-001,497480,1097480.0,1480000,37,-1.2060786363270886,1
266,C117613,C117613-20130412-14428-01-001,804177,824177.0,7040000,32,-0.024870146746300878,1
267,C117615,C117615-20120821-13517-01-001,2583248,2693248.0,1240000,31,-0.0425820517426124,1
268,C117620,C117620-20121006-10251-01-001,3807665,24857665.0,1080000,27,-5.528322475848059,1
269,C117651,C117651-20130402-12191-01-001,494300,674300.0,10500000,35,-0.3641513251062108,1
270,C117685,C117685-20111114-20215-01-001,1143395,1853395.0,700000,14,-0.6209577617533748,1
271,C117697,C117697-20130521-11384-03-001,2862106,3320421.0,4160000,32,-0.1601320845559179,1
272,C117703,C117703-20130523-13142-01-001,520670,720670.0,1650000,33,-0.3841204601763113,1
273,C117719,C117719-20130417-16748-01-001,970928,1210928.0,3000000,32,-0.24718619712275267,1
274,C117740,C117740-20120614-19485-01-001,663476,1063476.0,1080000,27,-0.602885409570203,1
275,C117752,C117752-20130225-18804-01-001,909830,949830.0,1600000,40,-0.043964257059011025,1
276,C117780,C117780-20120727-13888-02-001,1901700,2536500.0,4400000,22,-0.3338065941000158,1
277,C117787,C117787-20131007-18767-01-001,4429638,45169638.0,9240000,42,-9.19713981142477,1
278,C117790,C117790-20131004-19374-02-001,6779963,79439963.0,8140000,37,-10.716872643700269,1
279,C117813,C117813-20121129-19900-02-001,228700,428700.0,1400000,28,-0.8745080891998251,1
280,C117817,C117817-20120924-12690-01-001,2855028,3815028.0,1320000,33,-0.3362488914294361,1
281,C117834,C117834-20130812-16117-03-001,1490100,1689946.0,6300000,35,-0.13411583115227166,1
282,C117836,C117836-20130425-13396-01-001,28300,128300.0,7040000,32,-3.5335689045936394,1
283,C117838,C117838-20130712-16422-04-001,2456362,2489958.0,6800000,34,-0.013677137164636158,1
284,C117843,C117843-20120131-20002-01-001,127880,327880.0,850000,17,-1.563966218329684,1
285,C117879,C117879-20130808-15647-01-001,590598,770591.0,3120000,39,-0.3047639849779376,1
286,C117887,C117887-20130102-10789-01-001,861170,1061170.0,3600000,36,-0.23224218214754347,1
287,C117888,C117888-20130208-16456-01-001,1415554,1495554.0,1360000,34,-0.05651497576213977,1
288,C117896,C117896-20120822-14964-01-001,82168,142168.0,3450000,23,-0.7302112744620777,1
289,C117898,C117898-20130419-13313-01-001,174951,474951.0,4100000,41,-1.7147658487233568,1
290,C117917,C117917-20120814-19655-02-001,4440380,4458920.0,3900000,30,-0.0041753183286115155,1
291,C117942,C117942-20130410-13828-02-001,96100,396100.0,9300000,31,-3.121748178980229,1
292,C117976,C117976-20121012-14984-01-001,2742766,2786127.0,3600000,36,-0.01580922324398071,1
